"STATISTIC","Statistic Label","TLIST(M1)","Month","C01409V03262","Type of Material","UNIT","VALUE"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","60161","Sand and gravel","Base 2015=100","140.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","60162","Stone","Base 2015=100","135.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","611","Cement","Base 2015=100","189.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","621","Ready mixed mortar and concrete","Base 2015=100","158.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","631","Concrete blocks and bricks","Base 2015=100","142.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","64","Other concrete products including precast","Base 2015=100","130.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","64261","Other concrete products (excluding precast concrete)","Base 2015=100",""
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","64262","Precast concrete","Base 2015=100",""
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","65","Structural steel and reinforcing metal","Base 2015=100","173.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","651","Structural steel","Base 2015=100","201.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","65161","Other structural steel","Base 2015=100","146.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","65162","Structural steel fabricated metal","Base 2015=100","208.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","652","Reinforcing metal","Base 2015=100","130.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","653","Other steel products","Base 2015=100","134.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","661","Rough timber (including plain sawn)","Base 2015=100","150.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","66161","Rough timber (softwood)","Base 2015=100","156.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","66162","Rough timber (hardwood)","Base 2015=100","106.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","671","Machined, treated engineered timber","Base 2015=100","144.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","67161","Other treated timber","Base 2015=100","148.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","67162","Wooden windows and doors","Base 2015=100","142.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","124.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","681","Bituminous macadam and asphalt","Base 2015=100","124.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","682","Bituminous emulsions","Base 2015=100","119.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","691","Electrical fittings","Base 2015=100","136.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","69162","Lighting equipment","Base 2015=100","107.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","69163","Protection and communication equipment","Base 2015=100","120.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","70","All other materials","Base 2015=100","137.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","700","Plumbing materials including sanitary ware","Base 2015=100","146.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","701","HVAC (heating and ventilation equipment)","Base 2015=100","121.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","702","Insulating materials","Base 2015=100","126.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","703","Pipes and fittings","Base 2015=100","149"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","70371","PVC pipes and fittings","Base 2015=100","166.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","70372","Copper pipes and fittings","Base 2015=100","143.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","704","Plaster","Base 2015=100","199.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","705","Paints, oils and varnishes","Base 2015=100","163.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","706","Glass","Base 2015=100","104.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","708","All other metal fittings","Base 2015=100","112.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202406","2024 June","709","All other products","Base 2015=100","130.2"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","-","Materials","Base 2015=100","144.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","601","Stone, sand and gravel","Base 2015=100","135.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","60161","Sand and gravel","Base 2015=100","140.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","60162","Stone","Base 2015=100","134.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","611","Cement","Base 2015=100","189.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","621","Ready mixed mortar and concrete","Base 2015=100","158.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","631","Concrete blocks and bricks","Base 2015=100","146.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","64","Other concrete products including precast","Base 2015=100","131"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","64261","Other concrete products (excluding precast concrete)","Base 2015=100",""
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","64262","Precast concrete","Base 2015=100",""
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","65","Structural steel and reinforcing metal","Base 2015=100","173.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","651","Structural steel","Base 2015=100","201.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","65161","Other structural steel","Base 2015=100","144.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","65162","Structural steel fabricated metal","Base 2015=100","208.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","652","Reinforcing metal","Base 2015=100","130.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","653","Other steel products","Base 2015=100","134.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","661","Rough timber (including plain sawn)","Base 2015=100","151.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","66161","Rough timber (softwood)","Base 2015=100","157.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","66162","Rough timber (hardwood)","Base 2015=100","106.9"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","671","Machined, treated engineered timber","Base 2015=100","144.7"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","67161","Other treated timber","Base 2015=100","148.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","67162","Wooden windows and doors","Base 2015=100","142.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","68","Bituminous macadam, asphalt and bituminous emulsions","Base 2015=100","122.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","681","Bituminous macadam and asphalt","Base 2015=100","122.4"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","682","Bituminous emulsions","Base 2015=100","119.5"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","691","Electrical fittings","Base 2015=100","136.8"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","69162","Lighting equipment","Base 2015=100","107.3"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","69163","Protection and communication equipment","Base 2015=100","120.6"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","70","All other materials","Base 2015=100","137.1"
"WPM28C01","Wholesale Price Index (Excl VAT) for Building and Construction Materials","202407","2024 July","700","Plumbing materials including sanitary ware","Base 2015=100","145.6"
