"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","05","Dublin - all residential properties","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","06","Dublin - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","07","Dublin - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","08","Dublin City - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","09","Dun Laoghaire-Rathdown - houses","%","1.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","10","Fingal - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","11","South Dublin - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","03","National excluding Dublin - all residential properties","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","04","National excluding Dublin - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","12","National excluding Dublin - apartments","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","21","Border - houses","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","14","Midland - houses","%","-1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","15","West - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","22","Mid-East - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","23","Mid-West - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","24","South-East - houses","%","1.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201710","2017 October","19","South-West - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","-","National - all residential properties","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","01","National - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","02","National - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","05","Dublin - all residential properties","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","06","Dublin - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","07","Dublin - apartments","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","08","Dublin City - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","09","Dun Laoghaire-Rathdown - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","10","Fingal - houses","%","1.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","11","South Dublin - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","03","National excluding Dublin - all residential properties","%","1.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","04","National excluding Dublin - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","12","National excluding Dublin - apartments","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","21","Border - houses","%","3.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","14","Midland - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","15","West - houses","%","1.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","22","Mid-East - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","23","Mid-West - houses","%","1.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","24","South-East - houses","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201711","2017 November","19","South-West - houses","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","-","National - all residential properties","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","01","National - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","02","National - apartments","%","1.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","05","Dublin - all residential properties","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","06","Dublin - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","07","Dublin - apartments","%","1.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","08","Dublin City - houses","%","-0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","09","Dun Laoghaire-Rathdown - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","10","Fingal - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","11","South Dublin - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","03","National excluding Dublin - all residential properties","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","04","National excluding Dublin - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","12","National excluding Dublin - apartments","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","21","Border - houses","%","1.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","14","Midland - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","15","West - houses","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","22","Mid-East - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","23","Mid-West - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","24","South-East - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201712","2017 December","19","South-West - houses","%","-0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","-","National - all residential properties","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","01","National - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","02","National - apartments","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","05","Dublin - all residential properties","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","06","Dublin - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","07","Dublin - apartments","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","08","Dublin City - houses","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","09","Dun Laoghaire-Rathdown - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","10","Fingal - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","11","South Dublin - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","03","National excluding Dublin - all residential properties","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","04","National excluding Dublin - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","12","National excluding Dublin - apartments","%","-1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","21","Border - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","14","Midland - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","15","West - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","22","Mid-East - houses","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","23","Mid-West - houses","%","1.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","24","South-East - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201801","2018 January","19","South-West - houses","%","1.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","-","National - all residential properties","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","01","National - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","02","National - apartments","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","05","Dublin - all residential properties","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","06","Dublin - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","07","Dublin - apartments","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","08","Dublin City - houses","%","1.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","09","Dun Laoghaire-Rathdown - houses","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","10","Fingal - houses","%","1.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","11","South Dublin - houses","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","03","National excluding Dublin - all residential properties","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","04","National excluding Dublin - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","12","National excluding Dublin - apartments","%","4.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","21","Border - houses","%","-0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","14","Midland - houses","%","1.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","15","West - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","22","Mid-East - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","23","Mid-West - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","24","South-East - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201802","2018 February","19","South-West - houses","%","-0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","-","National - all residential properties","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","01","National - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","02","National - apartments","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","05","Dublin - all residential properties","%","-0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","06","Dublin - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","07","Dublin - apartments","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","08","Dublin City - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","09","Dun Laoghaire-Rathdown - houses","%","-0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","10","Fingal - houses","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","11","South Dublin - houses","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","03","National excluding Dublin - all residential properties","%","1.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","04","National excluding Dublin - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","12","National excluding Dublin - apartments","%","3.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","21","Border - houses","%","-0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","14","Midland - houses","%","1.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","15","West - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","22","Mid-East - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","23","Mid-West - houses","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","24","South-East - houses","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201803","2018 March","19","South-West - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","-","National - all residential properties","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","01","National - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","02","National - apartments","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","05","Dublin - all residential properties","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","06","Dublin - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","07","Dublin - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","08","Dublin City - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","09","Dun Laoghaire-Rathdown - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","10","Fingal - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","11","South Dublin - houses","%","-0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","03","National excluding Dublin - all residential properties","%","1.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","04","National excluding Dublin - houses","%","1.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","12","National excluding Dublin - apartments","%","4.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","21","Border - houses","%","-1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","14","Midland - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","15","West - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","22","Mid-East - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","23","Mid-West - houses","%","2.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","24","South-East - houses","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201804","2018 April","19","South-West - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","-","National - all residential properties","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","01","National - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","02","National - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","05","Dublin - all residential properties","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","06","Dublin - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","07","Dublin - apartments","%","1.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","08","Dublin City - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","09","Dun Laoghaire-Rathdown - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","10","Fingal - houses","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","11","South Dublin - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","03","National excluding Dublin - all residential properties","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","04","National excluding Dublin - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","12","National excluding Dublin - apartments","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","21","Border - houses","%","-2.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","14","Midland - houses","%","-0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","15","West - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","22","Mid-East - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","23","Mid-West - houses","%","2.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","24","South-East - houses","%","-1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201805","2018 May","19","South-West - houses","%","1.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","-","National - all residential properties","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","01","National - houses","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","02","National - apartments","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","05","Dublin - all residential properties","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","06","Dublin - houses","%","-0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","07","Dublin - apartments","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","08","Dublin City - houses","%","-0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","09","Dun Laoghaire-Rathdown - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","10","Fingal - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","11","South Dublin - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","03","National excluding Dublin - all residential properties","%","1.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","04","National excluding Dublin - houses","%","2.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","12","National excluding Dublin - apartments","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","21","Border - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","14","Midland - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","15","West - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","22","Mid-East - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","23","Mid-West - houses","%","3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","24","South-East - houses","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201806","2018 June","19","South-West - houses","%","2.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","-","National - all residential properties","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","01","National - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","02","National - apartments","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","05","Dublin - all residential properties","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","06","Dublin - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","07","Dublin - apartments","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","08","Dublin City - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","09","Dun Laoghaire-Rathdown - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","10","Fingal - houses","%","-0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","11","South Dublin - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","03","National excluding Dublin - all residential properties","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","04","National excluding Dublin - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","12","National excluding Dublin - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","21","Border - houses","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","14","Midland - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","15","West - houses","%","1.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","22","Mid-East - houses","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","23","Mid-West - houses","%","1.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","24","South-East - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201807","2018 July","19","South-West - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","-","National - all residential properties","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","01","National - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","02","National - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","05","Dublin - all residential properties","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","06","Dublin - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","07","Dublin - apartments","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","08","Dublin City - houses","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","09","Dun Laoghaire-Rathdown - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","10","Fingal - houses","%","-0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","11","South Dublin - houses","%","1.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","03","National excluding Dublin - all residential properties","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","04","National excluding Dublin - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","12","National excluding Dublin - apartments","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","21","Border - houses","%","2.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","14","Midland - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","15","West - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","22","Mid-East - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","23","Mid-West - houses","%","1.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","24","South-East - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201808","2018 August","19","South-West - houses","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","-","National - all residential properties","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","01","National - houses","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","02","National - apartments","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","05","Dublin - all residential properties","%","0.8"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","06","Dublin - houses","%","0.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","07","Dublin - apartments","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","08","Dublin City - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","09","Dun Laoghaire-Rathdown - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","10","Fingal - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","11","South Dublin - houses","%","0.7"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","03","National excluding Dublin - all residential properties","%","1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","04","National excluding Dublin - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","12","National excluding Dublin - apartments","%","-0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","21","Border - houses","%","2.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","14","Midland - houses","%","2.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","15","West - houses","%","1.9"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","22","Mid-East - houses","%","0.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","23","Mid-West - houses","%","1.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","24","South-East - houses","%","1.4"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201809","2018 September","19","South-West - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","-","National - all residential properties","%","0.2"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","01","National - houses","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","02","National - apartments","%","0"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","05","Dublin - all residential properties","%","0.3"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","06","Dublin - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","07","Dublin - apartments","%","-0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","08","Dublin City - houses","%","0.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","09","Dun Laoghaire-Rathdown - houses","%","0.5"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","10","Fingal - houses","%","1.1"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","11","South Dublin - houses","%","0.6"
"HPM09C02","Percentage Change over 1 month for Residential Property Price Index","201810","2018 October","03","National excluding Dublin - all residential properties","%","0.2"
