"STATISTIC","Statistic Label","TLIST(M1)","Month","C02803V03373","Type of Residential Property","UNIT","VALUE"
"HPM09C01","Residential Property Price Index","200602","2006 February","23","Mid-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200602","2006 February","24","South-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200602","2006 February","19","South-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","-","National - all residential properties","Base 2015=100","142.5"
"HPM09C01","Residential Property Price Index","200603","2006 March","01","National - houses","Base 2015=100","138.5"
"HPM09C01","Residential Property Price Index","200603","2006 March","02","National - apartments","Base 2015=100","170.1"
"HPM09C01","Residential Property Price Index","200603","2006 March","05","Dublin - all residential properties","Base 2015=100","138.7"
"HPM09C01","Residential Property Price Index","200603","2006 March","06","Dublin - houses","Base 2015=100","133.1"
"HPM09C01","Residential Property Price Index","200603","2006 March","07","Dublin - apartments","Base 2015=100","161.4"
"HPM09C01","Residential Property Price Index","200603","2006 March","08","Dublin City - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","09","Dun Laoghaire-Rathdown - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","10","Fingal - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","11","South Dublin - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","03","National excluding Dublin - all residential properties","Base 2015=100","159.7"
"HPM09C01","Residential Property Price Index","200603","2006 March","04","National excluding Dublin - houses","Base 2015=100","156.8"
"HPM09C01","Residential Property Price Index","200603","2006 March","12","National excluding Dublin - apartments","Base 2015=100","216"
"HPM09C01","Residential Property Price Index","200603","2006 March","21","Border - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","14","Midland - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","15","West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","22","Mid-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","23","Mid-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","24","South-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200603","2006 March","19","South-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","-","National - all residential properties","Base 2015=100","144.6"
"HPM09C01","Residential Property Price Index","200604","2006 April","01","National - houses","Base 2015=100","140.5"
"HPM09C01","Residential Property Price Index","200604","2006 April","02","National - apartments","Base 2015=100","172.7"
"HPM09C01","Residential Property Price Index","200604","2006 April","05","Dublin - all residential properties","Base 2015=100","141.3"
"HPM09C01","Residential Property Price Index","200604","2006 April","06","Dublin - houses","Base 2015=100","135.2"
"HPM09C01","Residential Property Price Index","200604","2006 April","07","Dublin - apartments","Base 2015=100","164.8"
"HPM09C01","Residential Property Price Index","200604","2006 April","08","Dublin City - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","09","Dun Laoghaire-Rathdown - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","10","Fingal - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","11","South Dublin - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","03","National excluding Dublin - all residential properties","Base 2015=100","161.8"
"HPM09C01","Residential Property Price Index","200604","2006 April","04","National excluding Dublin - houses","Base 2015=100","158.9"
"HPM09C01","Residential Property Price Index","200604","2006 April","12","National excluding Dublin - apartments","Base 2015=100","217.3"
"HPM09C01","Residential Property Price Index","200604","2006 April","21","Border - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","14","Midland - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","15","West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","22","Mid-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","23","Mid-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","24","South-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200604","2006 April","19","South-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","-","National - all residential properties","Base 2015=100","147.6"
"HPM09C01","Residential Property Price Index","200605","2006 May","01","National - houses","Base 2015=100","143.4"
"HPM09C01","Residential Property Price Index","200605","2006 May","02","National - apartments","Base 2015=100","175"
"HPM09C01","Residential Property Price Index","200605","2006 May","05","Dublin - all residential properties","Base 2015=100","145"
"HPM09C01","Residential Property Price Index","200605","2006 May","06","Dublin - houses","Base 2015=100","139.1"
"HPM09C01","Residential Property Price Index","200605","2006 May","07","Dublin - apartments","Base 2015=100","167.5"
"HPM09C01","Residential Property Price Index","200605","2006 May","08","Dublin City - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","09","Dun Laoghaire-Rathdown - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","10","Fingal - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","11","South Dublin - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","03","National excluding Dublin - all residential properties","Base 2015=100","164.6"
"HPM09C01","Residential Property Price Index","200605","2006 May","04","National excluding Dublin - houses","Base 2015=100","161.7"
"HPM09C01","Residential Property Price Index","200605","2006 May","12","National excluding Dublin - apartments","Base 2015=100","219.3"
"HPM09C01","Residential Property Price Index","200605","2006 May","21","Border - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","14","Midland - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","15","West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","22","Mid-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","23","Mid-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","24","South-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200605","2006 May","19","South-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","-","National - all residential properties","Base 2015=100","150.3"
"HPM09C01","Residential Property Price Index","200606","2006 June","01","National - houses","Base 2015=100","146.2"
"HPM09C01","Residential Property Price Index","200606","2006 June","02","National - apartments","Base 2015=100","176.9"
"HPM09C01","Residential Property Price Index","200606","2006 June","05","Dublin - all residential properties","Base 2015=100","148.7"
"HPM09C01","Residential Property Price Index","200606","2006 June","06","Dublin - houses","Base 2015=100","143.1"
"HPM09C01","Residential Property Price Index","200606","2006 June","07","Dublin - apartments","Base 2015=100","169.8"
"HPM09C01","Residential Property Price Index","200606","2006 June","08","Dublin City - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","09","Dun Laoghaire-Rathdown - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","10","Fingal - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","11","South Dublin - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","03","National excluding Dublin - all residential properties","Base 2015=100","166.9"
"HPM09C01","Residential Property Price Index","200606","2006 June","04","National excluding Dublin - houses","Base 2015=100","164"
"HPM09C01","Residential Property Price Index","200606","2006 June","12","National excluding Dublin - apartments","Base 2015=100","220.2"
"HPM09C01","Residential Property Price Index","200606","2006 June","21","Border - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","14","Midland - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","15","West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","22","Mid-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","23","Mid-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","24","South-East - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200606","2006 June","19","South-West - houses","Base 2015=100",""
"HPM09C01","Residential Property Price Index","200607","2006 July","-","National - all residential properties","Base 2015=100","153.7"
"HPM09C01","Residential Property Price Index","200607","2006 July","01","National - houses","Base 2015=100","149.7"
"HPM09C01","Residential Property Price Index","200607","2006 July","02","National - apartments","Base 2015=100","179.1"
"HPM09C01","Residential Property Price Index","200607","2006 July","05","Dublin - all residential properties","Base 2015=100","153.4"
"HPM09C01","Residential Property Price Index","200607","2006 July","06","Dublin - houses","Base 2015=100","148.6"
"HPM09C01","Residential Property Price Index","200607","2006 July","07","Dublin - apartments","Base 2015=100","172"
